node1,node2,label
"MIHARA, T","ANTONELLI, LA",0
"TANDON, SN","NAIK, MV",0
"T, MH","ROCCAVOLMERANGE, B",0
"PACIESAS, WS","HARRUS, IM",0
"CRIDER, A","GIBLIN, TW",0
"TANVIR, N","BALAM, D",0
"REBOLO, R","LEVY, A",0
"PETERSON, BA","LANTERI, L",0
"ADELBERGER, KL","SANTANGELO, A",0
"STANFORD, SA","MCMAHON, R",0
"RONEN, S","SEABORNE, MD",0
"PERLMUTTER, S","LACY, M",0
"UMEDA, H","WILLIAMS, OR",0
"WEBB, JK","SILK, J",0
"HECKMAN, TM","WANG, J",1
"GEISLER, D","GOMEZ, M",1
"WERF, PPVD","SUTHERLAND, RS",0
"FISHMAN, G","CHANTELL, M",0
"NUGENT, P","WILLIAMS, RE",0
"GANDOLFI, G","IANNA, P",0
"HOEFLICH, P","FREIBURGHAUS, C",0
"ULMER, MP","MATTOX, JR",0
"LIDMAN, C","FREY, S",0
"WOLF, FLAVD","YORK, D",0
"PREECE, RD","WEEKES, TC",0
"BOWERS, CW","MARAN, SP",1
"SZUSZKIEWICZ, E","ORLANDINI, M",0
"MAGAIN, P","NEUFORGE, C",1
"MEEGAN, C","STECKLUM, B",0
"LUBIN, PM","WINANT, CD",0
"ZIJLSTRA, AA","KOVO, O",0
"BERTELLI, G","LEE, MG",1
"EVANS, NJ","LANGEVELDE, HJV",0
"AKIYAMA, M","KAWAI, H",0
"BASSANI, L","LIPKIN, Y",0
"CAPUTO, F","ZINN, R",0
"FEROCI, M","MONTAGNI, F",0
"MACGILLIVRAY, H","GIANNUZZO, E",0
"RYAN, JM","HOUGH, JH",0
"FREEDMAN, WL","BANKS, GD",0
"PETRUCCI, PO","PAOLINO, A",0
"BOGAERT, G","LEFEBVRE, A",1
"GROGIN, NA","IMPEY, CD",0
"VICENTE, PD","CERNICHARO, J",0
"OWENS, A","GUERRERO, M",0
"GREEN, RF","KIRSHNER, RP",0
"CEN, R","PEN, U",0
"TANVIR, N","BARBIELLINI, G",0
"THORSETT, SE","MCKAY, T",0
"PAUL, J","AL, CSE",0
"GEBALLE, TR","BARBIELLINI, G",0
"VENEMA, J","SALEMI, F",0
"NAKAMURA, T","LI, P",0
"CLEMENS, JC","CLAVER, CF",1
"KOLB, EW","GRIFOLS, JA",0
"FOSSATI, G","VILLATA, GSM",1
"HASINGER, G","HARRIS, DE",1
"KUBODERA, K","KOHLMEYER, B",0
"BOYLE, B","FOCKENBROCK, R",0
"QUENBY, JJ","HARRIS, K",1
"M, G","C, G",1
"BRANCHINI, E","GOLDSCHMIDT, P",0
"BENETTI, S","VALLE, MD",1
"COBLE, K","MILLER, K",1
"FILIPPENKO, A","TAVECCHIO, F",0
"GOODRICH, RW","GORJIAN, V",1
"KRICHBAUM, TP","TORNIKOSKI, M",0
"BLANCHARD, A","CAPPI, A",1
"SHANKS, T","LAURENTMUEHLEISEN, SA",0
"ROL, E","WREN, J",0
"REID, IN","SAKUMOTO, K",0
"SHULL, JM","FABIAN, A",0
"IVISON, RJ","GREAVES, JS",0
"MOULD, JR","BRUNNER, RJ",0
"L, P","BAREYRE, P",0
"UGRYUMOV, AV","HERRERO, JL",0
"DANZIGER, J","MAZA, J",0
"COLPI, M","MORELLI, E",0
"OLIVEIRA, CMD","LANGER, GE",1
"THORSETT, SE","SUSUKITA, R",0
"LAOR, A","KOLLATSCHNY, W",0
"NORTH, P","OLSON, EC",1
"M, P","J, SL",1
"CHEN, H","HINES, D",0
"SAPRU, ML","TICKOO, AK",1
"FRANCA, FL","COURVOISIER, T",0
"BLANCO, P","GIBLIN, T",0
"FRYER, CL","RAMPP, M",0
"BOCQUET, M","HAENSEL, P",0
"CHAFFEE, FH","BENNETT, C",0
"SIEBERT, J","RYAN, PJ",1
"COLPI, M","MURAKAMI, T",0
"CLOCCHIATTIA, A","TREFFERS, RR",0
"TAMURA, T","GUNJI, S",1
"YEPES, G","KRAVTSOV, AV",0
"ILINSKII, V","MUFFSON, S",0
"HUCHRA, JP","RICHSTONE, DO",0
"KOLLGAARD, RI","LEACH, CM",0
"CEN, R","KEEBLE, O",0
"SMETTE, A","STROHMAYER, T",0
"FIXSEN, DJ","WRIGHT, GFSEL",0
"SILVA, L","FILIPPI, M",0
"CHURAZOV, EM","TERRELL, J",0
"HABERL, F","KNEER, R",0
"BORREL, V","LUND, N",0
"LANGANKE, K","BLINNIKOV, S",0
"HIBINO, K","KIFUNE, T",0
"DAVIES, RL","DASGUPTA, A",0
"YOSHIDA, T","CAPALBI, M",0
"KENNICUTT, RC","CHALLIS, P",0
"HERMSEN, W","ROBINSON, CR",0
"RICH, RM","AHUMADA, AV",0
"BARTH, A","QUINN, J",0
"TOMANEY, A","HANLEY, C",0
"MOLENDI, S","FAIRALL, AP",0
"BROWNE, IWA","EATON, N",0
"ABLES, E","WILLIAMS, OR",0
"WEINBERG, DH","DOI, M",0
"BECKER, RH","LAWRENCE, A",0
"DOYLE, LR","RUBENSTEIN, EP",0
"RUCINSKI, SM","ANDERSEN, MI",0
"RHIE, SH","LAWSON, WA",0
"RICCI, D","KOSHUT, T",0
"SCHWEITZER, A","FERGUSON, J",0
"BACCIGALUPI, C","CORASANITI, S",0
"NAKAMURA, T","WREN, J",0
"LEIBOWITZ, EM","NELSON, B",0
"CUI, W","LIDMAN, C",0
"GRINDLAY, JE","KEHOE, R",0
"CAPPELLARO, E","BLAIN, A",0
"MATTEUZZI, A","SUZUKI, T",0
"HARDING, P","FELDMEIER, JJ",0
"BARTHELMY, SD","APTEKAR, R",0
"PARMAR, AN","MADEJSKI, G",0
"CABRERA, B","SMITH, A",1
"METZGER, MR","GERMANY, LM",0
"BEICHMAN, CA","ASHBY, MLN",0
"ZEPF, SE","SILBERMANN, N",1
"YAHATA, N","LANZETTA, K",0
"MARTINEZGONZALEZ, E","FERRERAS, I",1
"SOFUE, Y","HONMA, M",1
"HOFLICH, P","RUBENSTEIN, EP",0
"AL, E","KIPPEN, M",0
"MUKHERJEE, R","LYNE, A",0
"BECKER, AC","MATSUOKA, T",0
"ODEGARD, N","ARENDT, RG",1
"LAUER, T","GOODRICH, RW",0
"OSTERBART, R","TRAUB, W",0
"LESQUOY, E","CHAR, S",1
"NILSSON, K","OWENS, A",0
"KING, L","MESSENGER, B",1
"KNEIB, J","ERBEN, T",0
"ZAND, JJMIT","BELL, JF",0
"PATAT, F","MASUDA, K",0
"MCMAHON, RG","PONMAN, TJ",0
"RODGERS, AW","SADLER, EM",0
"KOCHANEK, CS","ROSATI, P",0
"MADAU, P","NAIR, S",0
"DRINKWATER, MJ","SHUPE, DL",0
"WINKLER, C","STATHAKIS, RA",0
"BROMM, V","BALTAY, C",0
"SAAR, V","CILIEGI, P",0
"CHATY, S","MATEU, J",0
"ORMES, J","MAENO, T",1
"NORMAN, ML","OWEN, F",0
"DAVIDGE, TJ","DOYON, R",1
"MEREGHETTI, S","NAKAMURA, T",0
"BOLLER, T","STUWE, JA",0
"MARTIN, EL","SCHWARZ, G",0
"RIEKE, M","TRIPICCO, M",1
"HORNER, SD","JOHNSON, MS",1
"GREGG, MD","RUSSELL, KS",0
"TRAN, HD","KASHYAP, V",0
"APTEKAR, R","ILINSKII, V",1
"GONZALEZ, RA","ROSER, HJ",0
"NOWAK, MA","SILBERGLEIT, AS",0
"MONTREAL, PAUD","MARSEILLE, OD",1
"GIALLONGO, E","DODORICO, V",1
"HEISE, J","PIPPO, SD",0
"MAZZOTTA, P","MEWE, R",1
"SQUIRES, G","PIRANOMONTE, S",0
"BRUZUAL, G","SNYDER, JA",1
"BRADLEY, PA","MONTGOMERY, MH",0
"RIESS, AG","YOUNG, CH",0
"PETTINI, M","MACCHETTO, FD",0
"GAIDOS, JA","FEROCI, M",0
"SACCO, B","VILLATA, GSM",0
"WILSON, G","CANNON, RD",0
"ELLIS, RS","FILIPPENKO, AV",1
"SILK, J","MIGLIO, L",0
"NISHIZAWA, M","OSONE, S",0
"MATT, G","MACCHETTO, F",0
"AISO, S","NAITO, T",0
"T, MH","MORIYA, M",0
"LAWRENCE, A","SIEBENMORGEN, R",0
"COLLINA, P","TAREI, G",0
"PRAVDIN, MI","SLEPTSOV, IY",1
"GOROSABEL, J","CASPERSON, D",0
"DRESSLER, A","HARTIG, GF",0
"TEPLITZ, HI","TURNER, AM",0
"FERRIS, RH","JONES, DL",1
"FORVEILLE, T","KASTNER, JH",1
"YUDA, T","ROWELL, GP",0
"DCRUZ, NL","SMITH, AM",0
"TANVIR, N","LILLY, SJ",0
"PETERS, J","MCINTOSH, DH",0
"LEDLOW, MJ","GRAY, ME",0
"SILBERMANN, NA","WEBSTER, AM",0
"TAVANI, M","BEUERMANN, K",0
"MOUCHET, M","ROBBA, NR",0
"KNAPP, J","MIZUMOTO, Y",0
"GREINER, J","DANZIGER, IJ",0
"BRAGAGLIA, A","MAXTED, PFL",0
"BROADHURST, T","KIPPEN, M",0
"COLLABORATION, TA","HAYASHI, Y",0
"BAUM, SA","PUN, CSJ",0
"MATTOX, JR","KATAOKA, J",1
"GULL, T","KORESKO, C",0
"DIETERS, S","BEGAM, MC",0
"HILL, R","BARNES, DG",0
"SCHAERER, D","DELGADO, RMG",1
"DOTANI, T","WARWICK, RS",0
"FISHMAN, GJ","CASTROTIRADO, A",0
"HUGHES, S","SEBO, KM",0
"JACOBY, G","MADORE, B",0
"BAVDAZ, M","FRANCESCO, GD",0
"BAO, G","GAIDOS, J",0
"MINNITI, D","MILEY, HRG",0
"MCDOWELL, JC","NICASTRO, F",0
"ALLEY, CO","MIZOBUCHI, Y",1
"BUCKLEY, JH","TRIFOGLIO, M",0
"HARDCASTLE, MJ","KIM, DW",0
"VACCA, W","OLSEN, KAG",0
"BARTH, AJ","HELLER, A",0
"ZHANG, Y","LOKEN, C",0
"EALES, SA","BRINCHMANN, J",0
"GHIGO, FD","STEINLE, H",0
"PORETTI, E","TOMMASI, L",1
"BURENKOV, AN","OBRIEN, TIAWPT",0
"FERRARO, FR","ORIGLIA, L",1
"TINGAY, SJ","BYLEVELD, SE",0
"STAVELEYSMITH, L","KIM, M",0
"JACKSON, PD","WEISS, R",0
"REES, MJ","COVINO, FHS",0
"WHEELER, JC","TYSON, ND",0
"NAKAMURA, T","MACCACARO, T",0
"MACCARONE, C","MCHARDY, I",0
"MATSUMOTO, H","III, REW",0
"COPIN, Y","MACRI, L",0
"CUI, W","DHAWAN, V",0
"WICENEC, A","SARACCO, P",0
"MACCARONE, MC","NATALUCCI, L",0
"GARNETT, DR","TURNER, A",0
"ANGELINI, L","MONTAGNI, F",0
"BEASLEY, AJ","WELLINGTON, KJ",0
"STORRIELOMBARDI, LJ","KELSON, DD",0
"FILIPPENKO, A","PIRO, L",0
"DJORGOVSKI, SG","SONGAILA, A",0
"BRIGGS, MS","BREMER, MN",0
"PORETTI, E","MARGONINER, V",0
"SHAYA, EJ","EALES, S",0
"KAROJI, H","USUDA, T",0
"KRAWCZYNSKI, H","PUEHLHOFER, G",1
"MOLENDI, S","BUONANNO, R",0
"SZYMANSKI, M","WOZNIAK, PR",1
"BAHCALL, J","CASTROTIRADO, A",0
"HEISE, J","HORNE, KD",0
"KASPI, S","YAMAMOTO, Y",0
"WARK, RM","EDWARDS, PG",0
"DEVLIN, MJ","LEVY, A",0
"OWENS, A","LAMMERS, U",1
"CARRASCO, L","LISI, F",0
"WOODS, D","KOMOSSA, S",0
"LANTERI, L","VASSILIEV, VV",0
"FRANCESCHINI, A","DOPITA, M",0
"GLASS, IS","OBRIEN, PT",0
"PERSI, P","MORRIS, M",0
"SHAHBAZ, T","GROOT, PJ",0
"TAVANI, M","LAMB, RC",0
"SHAHBAZ, T","SPARKS, W",0
"JENNESS, T","WEBB, RA",1
"STRAUSS, MA","ROCKOSI, CM",0
"BRINKS, E","YUAN, C",1
"PIAN, E","CELIDONIO, G",0
"DRAKE, N","ZILLI, D",0
"PREDEHL, P","CREMONESI, DI",0
"ENGEL, R","BIEBER, JW",1
"YOSHII, Y","WATASE, Y",1
"FERRARESE, L","BEASLEY, M",0
"MARSCHER, AP","LAMB, RC",1
"CSABAI, I","ANNIS, J",1
"VANDEHEI, T","SHIOMI, A",0
"BEDDING, TR","SATO, H",0
"REIMER, O","PHLIPS, B",0
"BALANTEKIN, A","BROWN, L",1
"SHEPHERD, DS","AXELROD, T",0
"URRY, CM","LEIGHLY, KM",0
"FEGAN, DJ","MACCACARO, T",0
"SUSUKITA, R","TORRONI, V",0
"BOROZDIN, KN","PRIEDHORSKY, WC",1
"BENNETT, K","GALAMA, TJ",1
"THORSETT, SE","OTT, L",0
"GARNAVICH, P","WELLS, LA",0
"HARRIS, WE","DRESSLER, A",0
"LAOR, A","CHARTAS, G",0
"COLETTA, A","ZAPATEROOSORIO, MR",0
"BRUNNER, H","SCHMITT, JHMM",0
"MADEJSKI, G","CAPETTI, A",0
"KURATA, K","HARA, T",0
"PIRO, L","BUTTERWORTH, PS",0
"BARDELLI, S","MAZURE, A",0
"BUNCLARK, PS","JR, AO",0
"HASINGER, G","ALDERING, G",0
"MOLENDI, S","FRASCATI, E",0
"JAGER, R","HOUGH, JH",0
"ALIGHIERI, SDS","BENOIST, C",0
"LATTANZIO, JC","GRAY, JP",1
"STANEK, K","PIETRZYNSKI, G",0
"PATNAIK, AR","GARRETT, MA",1
"JOURDAIN, E","SUKHANOV, K",1
"WALTMAN, EB","YAO, Y",0
"KOORNNEEF, J","RIGOPOULOU, D",0
"PAHRE, MA","IWAMOTO, K",0
"CLINE, T","FOSTER, MJ",0
"WALTMAN, EB","WILLIAMS, OR",0
"GEHRELS, N","CONTRERAS, JL",0
"KELSON, DD","SPYROMILIO, J",0
"HEWITT, JN","RIX, HW",0
"YELLIN, S","YOUNG, B",1
"PETTINI, M","TOTTEN, EJ",0
"MADDOX, SJ","BARGER, AJ",0
"HAMANA, T","KOMATSU, E",0
"CRAM, L","EFSTAHIOU, A",0
"BAREYRE, P","PERDEREAU, O",1
"KIM, J","HONG, SS",1
"GAERTNER, S","LEBLANC, J",0
"DEKEL, A","COURTEAU, S",1
"UNWIN, SC","KEMBALL, AJ",0
"RABIEN, S","KASPAR, M",1
"HEISE, J","SHANE, N",0
"PERLMAN, E","HORNER, D",1
"MOTCH, C","BLAIN, A",0
"SMITH, D","HOUGH, JH",0
"CHEN, X","CUI, W",0
"SQUIRES, G","HAN, M",0
"SMITH, C","MIGNOLI, M",0
"TULLY, RB","SONGAILA, A",0
"DOTANI, T","MCCONNELL, ML",0
"ANDREON, S","TILLOLES, P",0
"DICKINSON, M","SHLYAPNIKOV, A",0
"HARTMAN, RC","SANTANGELO, A",0
"GIOMMI, P","MACCARONE, MC",1
"RHOADS, JE","PEN, U",1
"CARTERLEWIS, DA","WASCKO, MO",0
"CARTERLEWIS, DA","BILLER, S",1
"GENZEL, R","ALONSOHERRERO, A",0
"PETRO, L","MUTCHLER, M",1
"PENTON, S","VASSILIEV, VV",0
"DAR, A","NONINO, M",0
"BECKER, RH","NANKIVELL, GR",0
"GIMENEZ, A","PATEL, N",0
"GULL, TR","ESPINOSA, JMR",0
"NEUGEBAUER, G","GRANDI, P",0
"PIRAN, T","NGUYEN, HT",0
"GRANDI, P","LUMB, D",0
"BROTHERTON, MS","BENDER, R",0
"BRANDNER, W","NEUHAUSER, R",0
"KOGUT, A","TRAN, HT",0
"LAROS, J","GALAMA, TJ",0
"SCHOENFELDER, V","ZENSUS, JA",0
"WHITE, SDM","VILLUMSEN, JV",1
"PLIONIS, M","ELDAR, A",0
"MADEJSKI, G","BLAES, OM",1
"LEWIN, W","PARKER, QA",0
"C, G","PALANQUEDELABROUILLE, N",0
"KOESTER, D","DIXSON, JS",0
"LAHAV, O","LOAN, AJ",1
"TERASRANTA, H","MILLER, HR",0
"JR, RCK","RAWSON, DM",0
"KIMBLE, RA","LUCAS, RA",0
"ALLEN, SW","BRUZUAL, G",0
"LOUP, C","GLASS, I",0
"BECKER, RH","GOODRICH, RW",0
"MATHER, JC","MITCHELL, K",0
"MCCRAY, R","GREELEY, BW",0
"COLLAR, JI","RAVIGNANI, D",0
"HARMON, BA","SNYDER, JA",0
"KLIS, MVD","HORNE, K",1
"CHURAZOV, E","PAUL, J",1
"DICKINSON, M","STORNELLI, M",0
"CAMPANA, S","HALL, TA",0
"GOSS, WM","MULCHAEY, JS",0
"FRAIL, DA","PASCARELLE, S",0
"PESCE, JE","MILLER, HR",0
"ARMUS, L","CONSELICE, CJ",0
"TAKEUTI, M","KAWASAKI, Y",0
"MO, HJ","TORMEN, G",0
"FAVATA, F","MACCHETTO, D",0
"CAPPI, M","ILLINGWORTH, G",0
"VERCELLONE, S","LIPKIN, Y",0
"HJORTH, J","KIRKPATRICK, D",0
"PIER, JR","KOLLGAARD, RI",0
"PIAN, E","CINTI, MN",0
"KING, LJ","PETERSON, B",0
"MAISACK, M","SILLANPAEAE, A",1
"BOKSENBERG, A","TYTLER, D",0
"KAWASAKI, M","CHAKRABARTY, D",0
"IWAMOTO, K","FALCO, E",0
"HENG, IS","PRODI, GA",1
"ELSTON, R","MCCONNELL, D",0
"CRENSHAW, DM","REICHERT, GA",1
"FRONTERA, F","WOODS, PM",0
"BELLONI, T","BEUERMANN, K",1
"KRAMER, M","DOROSHENKO, O",1
"SUTHERLAND, W","STICKEL, M",0
"RODEN, J","STOLORZ, P",1
"HOWARD, R","RODRIGUEZ, P",1
"KLIS, MVD","GAL, RR",0
"VOGES, W","AUGUSTEIJN, T",0
"BYUN, YI","FREEDMAN, WL",0
"VERBUNT, F","HULLEMAN, F",0
"MEREGHETTI, S","FOX, DW",0
"STASTO, A","STASTO, AM",0
"TAVANI, M","FRASCATI, RCBI",0
"GREEN, RF","MADAU, P",0
"CRIDER, A","POGGE, RW",0
"OGASAKA, Y","AKIYAMA, M",1
"LEIBUNDGUT, B","LOVE, TE",0
"HORNE, K","REICHERT, GA",1
"ULMER, M","CATANESE, MA",0
"VITTORIO, N","LAWRENCE, CR",0
"PALAZZI, E","SAMBRUNA, RM",1
"COTTON, WD","MARCAIDE, JM",1
"BURGARELLA, D","MONTEGRIFFO, P",0
"SALUCCI, P","J, JGFS",0
"FONTANA, A","SIDOLI, L",0
"KNOX, L","EFSTATHIOU, G",1
"BAUMGARTNER, WH","DIETERS, S",0
"MACGILLIVRAY, H","KOMOSSA, S",0
"SAKUMOTO, K","KUSHIDA, J",0
"FINGER, MH","KIPPEN, RM",1
"MUSHOTZKY, RF","KOMOSSA, S",0
"RIX, H","RAMELLA, M",0
"FERGUSON, H","MATTEUZZI, A",0
"MALIZIA, A","SANTANGEO, A",0
"SCARAMELLA, R","VOLLMER, B",0
"MOLLER, P","HARDING, ME",0
"NAVASCUES, DBY","SONG, I",1
"SREEKUMAR, P","RAMANAMURTHY, PV",0
"MASSO, J","ALOY, MA",0
"WAMSTEKER, W","ORLANDINI, M",0
"GANDOLFI, G","ROBINSON, C",0
"SAGAR, R","LEWIS, IJ",0
"PROVENZALE, A","SOMERVILLE, RS",0
"TREMAINE, S","MALKOV, YF",0
"CHURCH, S","GAERTNER, S",0
"QUILLEN, AC","HILL, RS",0
"TEREKHOV, OV","KUZNETSOV, SI",0
"SCHOENIGER, F","KODA, J",0
"MAOZ, D","SUSUKITA, R",0
"ERBEN, T","SARACCO, P",0
"REYNOLDS, CS","INOUE, S",0
"FILIPPENKO, A","SODERBERG, A",1
"POUTANEN, J","ORR, A",0
"FERGUSON, D","FREDERICS, D",0
"FABER, SM","QUINN, PJ",0
"SOKOLOV, VV","FRASCATI, E",0
"OLIVIERA, CMD","SANDQUIST, EL",0
"ELVIS, M","ALDCROFT, T",0
"DJORGOVSKI, SG","ODEWAHN, SC",1
"SONODA, T","WELLS, J",0
"RAYCHAUDHURY, S","BERNSTEIN, GM",1
"VAUCLAIR, G","THOMSON, S",0
"HEWETT, PC","NORRIS, RP",1
"BRADT, HV","MCTIERNAN, J",0
"HESSER, JE","BRILEY, M",0
"BOUQUET, A","MELLIER, Y",0
"MIYAJI, T","BRESSAN, A",0
"RICH, RM","LANG, CC",0
"HILL, K","NABER, RM",1
"CAPPI, M","RAMSEY, B",0
"GULL, T","HESSMAN, FV",0
"SWANK, J","MAZETS, E",0
"NEWSAM, AM","LUPPINO, G",1
"POUNDS, KA","SIMPSON, C",0
"COHEN, J","MOBASHER, B",0
"THATTE, N","GREVE, A",0
"LANG, MJ","URBAN, M",1
"NISHIMURA, J","YAMAMOTO, A",1
"MACCARONE, C","PRIEDHORSKY, B",0
"KNEIB, JP","ATHREYA, R",0
"CARTER, BS","DOBCSANYI, P",0
"EDWARDS, PG","HAYAMI, Y",1
"MCCONNELL, ML","FREDERIKS, D",0
"ILLINGWORTH, GD","SARAJEDINI, A",0
"MALIZIA, A","DIETERS, S",0
"MALET, I","PIRON, F",0
"SACCO, B","TANIMORI, T",0
"PERSSON, SE","KIGER, JR",0
"MEULEN, RDVD","KRAUS, A",0
"COSTA, E","HONEYCUTT, K",0
"BRADBURY, SM","PIRO, L",0
"HERGENROTHER, C","PAHRE, M",1
"GHISELLINI, G","WILLINGALE, R",0
"BRUZUAL, G","ABLES, E",0
"GEBALLE, TR","BLOMMAERT, JADL",0
"CRITTENDEN, RG","CHARBONNEAU, D",0
"BAND, DL","RUTTEN, RGM",0
"ONG, RA","HIBINO, K",0
"BURNS, CR","BARRIENTOS, F",1
"ULRICH, MH","LATIMER, GE",0
"WIJERS, RAMJ","THOMPSON, R",0
"DAVIES, JI","LANZETTA, K",0
"NOLTHENIUS, R","PRIMACK, JR",1
"LOVE, TE","GIVEON, U",0
"RYAN, PJ","WAMSTEKER, W",0
"CLINE, TL","BENNETT, K",0
"GARNAVICH, PM","GRASHIUS, R",1
"BAVDAZ, M","GRAV, T",0
"GUAINAZZI, M","PARADIJS, MVDKJV",0
"ZHU, X","WEI, J",1
"IRWIN, M","ANTONELLI, LA",0
"IVEZIC, Z","HOESSEL, JG",0
"PICCIRILLO, L","MUKHERJEE, P",0
"BRESLIN, AC","NESCI, R",0
"ETCHEGOYEN, A","MARTINO, JR",1
"COVINO, S","RENZINI, A",0
"RIESS, AG","ZOU, ZL",0
"THORSETT, SE","ZAPATEROOSORIO, MR",0
"JERNIGAN, JG","HOUGH, JH",0
"PATNAIK, AR","WAMPLER, EJ",0
"MOLARO, P","FRANCA, FL",0
"BICKERT, K","WAMSTEKER, W",0
"BOND, HE","YANAGIDA, K",0
"KANE, S","N, SCO",0
"NEIZVESTNY, SI","HARFST, S",1
"FABRICANT, D","PELLEGRINI, PS",0
"MEEGAN, C","MAZETS, E",0
"PIZZICHINI, G","DOUBLIER, V",0
"MULLER, JM","RI, GP",1
"WATERS, LBFM","MUTSCHKE, H",0
"SMAIL, I","MURPHY, RJ",0
"HORAN, D","VILLATA, GSM",0
"PETERSON, BA","KANAAN, A",0
"REID, IN","WALKER, AR",0
"TOMANEY, AB","KING, LJ",0
"TAVANI, M","KERTZMAN, M",0
"FENDER, R","ANCKER, MEVD",0
"GONZALEZRIESTRA, R","OBRIEN, TIAWPT",0
"VILLATA, M","MUTCHLER, M",0
"BOLLER, T","SILLANPAA, A",0
"GOSS, WM","FLETCHER, A",0
"BLOOM, JS","KUIPER, L",0
"FERRARO, FR","SWEIGART, AV",1
"IWAMOTO, K","SILBERMANN, N",0
"CREZE, M","FOUQUE, P",0
"OWENS, A","RAFANELLI, P",0
"DEUL, E","POLI, F",0
"FRUCHTER, A","SHARE, GH",0
"BASSANI, L","SUMNER, T",0
"HARA, T","QUINN, JL",0
"PAGE, LA","WATSON, RA",0
"CECA, RD","VETTOLANI, AG",0
"KOVALEVSKY, J","CRIFO, F",1
"GREINER, J","BRUNNER, H",0
"WIJERS, RAMJ","STROHMAYER, TE",0
"BRANDT, WN","SEGAWA, Y",1
"NORRIS, RP","JONES, PA",0
"BILDSTEN, L","BARRET, D",0
"MUNN, JA","GUHATHAKURTA, P",0
"GEMMO, A","ZAMORANI, G",0
"KNAPP, J","URBAN, M",0
"FLETCHER, S","SOFFITA, P",0
"GLAZEBROOK, K","FIUME, DD",0
"PAVON, D","HERNANDEZPASTORA, JL",0
"ALCOCK, C","HARRISON, FA",0
"BOEHNHARDT, H","GIBBONS, R",0
"KAARET, P","KEHOE, R",0
"SWEIGART, AV","NEFF, SG",1
"CRONIN, JW","MASTERSON, C",0
"MOSELEY, SH","BOSCALERI, A",0
"YANNY, B","YUN, MS",0
"BRANDT, WN","POMPILIO, F",0
"CLINE, T","RENGEL, M",1
"BEUERMANN, K","JORDAN, S",0
"DJORGOVSKI, SG","KIM, M",0
"ZENDRI, J","ZENDRI, JP",0
"YOSHII, Y","KAKIMOTO, F",0
"SPINRAD, H","UNSW, AY",0
"MOTCH, C","DOTANI, T",0
"ROTTGERING, H","TILANUS, R",1
"IMPEY, CD","PETRY, CE",1
"FERRINI, F","GALLI, D",1
"CAVALIER, F","MALLOURIS, C",0
"SCANNAPIECO, E","MONTROY, T",1
"QUINN, T","BARLOW, TA",0
"POLLARD, K","METZGER, MR",0
"ALVES, D","BASKETT, L",0
"GEORGE, IM","COLLIER, S",0
"MULCHAEY, JS","KUKULA, MJ",0
"ADELBERGER, KL","WALTER, F",0
"BOYLE, BJ","PUGET, J",0
"BLOOM, JS","SOIFER, BT",0
"HUBENY, I","FEGGANS, K",1
"SCOTT, DM","ANTONELLI, LA",0
"TYSON, ND","KLEMOLA, A",0
"PRIMACK, JR","TAKALO, L",0
"SANTIAGO, BX","RIESS, AG",0
"BRANDUARDIRAYMONT, G","WEGNER, GA",1
"GROGAN, K","HARTMANN, LW",1
"PARKER, QA","THOMPSON, C",0
"NOTEBOOM, CWJ","TERENZI, R",0
"HELOU, G","PHELPS, R",0
"BENNETT, CL","MOSIER, C",0
"EFSTATHIOU, GP","CHAPMAN, SC",0
"VITTORIO, N","IACOANGELI, A",1
"SADLER, EM","GEBALLE, TR",0
"BAHCALL, J","OESCHLER, H",0
"BAND, DL","FAZIO, GG",0
"NAVARRO, JF","LEDLOW, MJ",0
"HERMSEN, W","ULMER, M",1
"GOMEZ, G","LUBIN, D",0
"GEHRELS, N","SAHAKIAN, V",0
"RAMAPRAKASH, AN","HIGDON, JL",0
"KAASTRA, JS","HAINAUT, OR",0
"YOSHIDA, A","YADAV, RKS",0
"CORON, N","DAMBIER, G",1
"SEITZ, S","ZIEGLER, B",1
"MOULD, J","STIRPE, GM",0
"SHLYAPNIKOV, A","MORSELLI, A",0
"FEGAN, S","DVALI, M",0
"RUTTEN, RGM","BENNETT, K",1
"REPHAELI, Y","FISCHER, ML",1
"FAFONE, V","PEEK, HZ",1
"KAARET, P","GRINDLAY, JE",1
"MIZUMOTO, Y","TAKATA, T",1
"CESARSKY, C","DUPRAZ, C",0
"BENNETT, CL","LUBIN, AJBP",0
"OLIVER, S","SHAVER, PA",0
"REACH, WT","BENSADOUN, M",0
"PICCIONI, A","CASTROTIRADO, A",0
"BOLLER, T","SMITH, MJS",0
"THIELEMANN, FMF","FERRARESE, NKL",0
"TAKAHASHI, T","DAVIDSEN, AF",1
"TAYLOR, JH","FREIRE, PC",0
"FERGUSON, H","ILYIN, I",0
"RUIZLAPUENTE, P","WANG, L",0
"SUN, M","YIN, QF",1
"POOLEY, G","ELLMANN, N",0
"RICHSTONE, DO","TUCKER, W",0
"LUCAS, RA","GROOT, P",0
"ZOU, Z","XU, W",1
"WEEKES, TC","COLLABORATION, TH",0
"FABER, SM","HOESSEL, JG",0
"BONNET, H","ANTONUCCI, R",0
"GOLDMAN, B","PREVOT, L",1
"MARZKE, RO","FALCO, EE",0
"COSTA, LND","CAPPI, A",1
"KLEMOLA, AR","PHILLIPS, MM",0
"BERNSTEIN, GM","MEHLERT, D",1
"CHINCARINI, G","MALAGUTI, G",0
