node1,node2,label
"WOODS, D","SCHWOPE, AD",0
"FRUCHTER, AS","CANNON, R",0
"VIETRI, M","WILDT, PD",0
"BAUM, SA","SCHMIDT, BP",0
"PIVOVAROFF, MJ","MORRIS, D",0
"HOESSEL, J","TRAUGER, JT",0
"FRUCHTER, AS","BASU, A",0
"GUERRA, A","GAL, R",0
"COMASTRI, A","A, HJ",0
"GRANDI, P","GOAD, M",0
"EVRARD, AE","RATRA, B",0
"SUNTZEFF, NB","NOMOTO, K",1
"LI, J","GLORIA, KA",0
"ELLIS, RS","SMITH, C",0
"MATTEUCCI, F","GRUPPIONI, C",0
"KIPPEN, RM","LEE, BC",0
"QUINN, J","QUINN, JL",0
"KASHIWAGI, T","MCGEE, P",0
"HORNER, D","SAMBRUNA, R",0
"CHRISTENSENDALSGAARD, J","ANTIA, HM",0
"GARNAVICH, P","BAKER, J",0
"GALAMA, TJ","NICASTRO, F",0
"ALLSMAN, RA","IRWIN, MJ",0
"DRURY, LO","DIECKMANN, ME",1
"WINDHORST, RA","MANN, RG",0
"BARR, R","BUS, SJ",1
"ANDREWS, P","HONEYCUTT, K",1
"CHANTELL, M","LEE, W",0
"KIEDA, D","SLANE, P",1
"CEN, R","SIGAD, Y",0
"KUIPER, L","PACE, R",0
"ANDREWS, P","PACHECO, R",1
"DEUSTUA, S","NICASTRO, L",0
"ZAND, JJMIT","MEIKLE, WPS",0
"COVINO, E","WALT, JVD",1
"NISHIJIMA, K","CHADWICK, PM",0
"KNAPP, J","LEE, W",0
"TOLLESTRUP, E","SMARTT, S",0
"DOEBEREINER, S","KOLLATSCHNY, SDW",0
"KELSON, D","HUGHES, HKPSMG",0
"COMASTRI, A","BOLOGNA, I",0
"WAMSTEKER, W","BOHEC, SL",0
"WILLIAMS, TB","AJHAR, EA",0
"KURT, VG","KOPYLOV, AI",0
"LEHNER, MJ","OHOKA, H",0
"SMETTE, A","BEGAM, MC",0
"KAKIMOTO, F","YAMAMOTO, A",0
"TOMITA, A","KOSUGI, G",0
"HASINGER, G","KUIPER, L",0
"HURLEY, K","GRENIER, IA",0
"DICKINSON, M","PIAN, E",0
"LAMB, ADKRC","ZWEERINK, JA",0
"MARSHALL, FE","TZIOUMIS, T",0
"PARKER, JW","BYRD, GG",0
"GWINN, CR","OJEDA, MJ",1
"CILIEGI, P","BLAIN, A",0
"SEMBROSKI, G","ZWEERINK, JA",0
"OHTA, K","TSURU, TG",0
"HUCHRA, J","MARSHALL, S",0
"NAKANISHI, K","KOHNO, K",0
"M, M","R, F",1
"STRAUSS, MA","STEFANIK, R",0
"MARSHALL, S","KUZNETSOV, A",0
"SANTANGELO, A","ANCKER, MEVD",0
"THIERING, I","ARRIETA, A",0
"ALCOCK, C","NAGANO, M",0
"SCANNAPIECO, E","LAMARRE, JM",0
"BATTINELLI, P","VICARI, A",1
"BERNSTEIN, GM","WOLD, M",0
"MALKAN, MA","WILLS, D",0
"ULMER, MP","CASTANDER, FJ",1
"GORSKI, K","CRILL, BP",0
"FILIPPENKO, A","SOLLERMAN, J",0
"HURLEY, K","JONKER, PG",0
"CEN, R","NELSON, AH",0
"YOUNG, S","SMITH, MJS",0
"VREESWIJK, PM","FOSTER, MJ",1
"HARRISON, FA","SEITZ, T",0
"MATHER, JC","BRODD, S",1
"DAVIS, M","JAUNSEN, AO",0
"THORSETT, SE","ABLES, E",0
"REMILLARD, PBRA","PHENGCHAMNAN, S",0
"IMPEY, CD","PETRY, CE",1
"CESARSKY, C","MOORWOOD, A",1
"KIEDA, DB","DAI, HY",1
"DUNLEA, S","LEBOHEC, S",1
"PAHRE, MA","GOODRICH, RW",0
"HUCHRA, JP","DJORGOVSKI, SG",0
"MCCARTHY, JK","JARRETT, T",0
"CELOTTI, A","MUTCHLER, M",0
"LORIMER, DR","MORRIS, D",0
"MIZUMOTO, Y","SOUMA, N",0
"VOGES, W","MULLIS, CR",0
"GEBHARD, M","TERRELL, J",0
"GIRARD, TA","LIOLIOS, A",0
"CAPALBI, M","REBECCHI, S",1
"A, M","GLICENSTEIN, JF",0
"GRANDI, P","BURDETT, A",0
"GHISELLINI, G","WILLINGALE, R",0
"GRINDLAY, JE","BOND, IH",0
"BIENAYME, O","MOHAN, V",1
"BONO, G","NONINO, M",1
"MUXLOW, TWB","FALCO, EE",1
"E, M","PRITCHARD, JD",1
"THOMAS, VCPA","KEEBLE, O",0
"CONTI, PS","GEBALLE, TR",0
"WYK, FV","WHITELOCK, P",1
"HAKKILA, J","WILSON, RB",0
"SKINNER, GK","LAMB, RC",0
"PHILLIPS, MM","QIU, Y",0
"KELSON, D","BLAIN, A",0
"BRANDT, WN","GIANNUZZO, ME",0
"FREUDLING, W","BERTRE, TL",0
"MCMAHON, RG","MATSUOKA, M",0
"KUBODERA, K","KOHLMEYER, B",0
"POMPILIO, F","CELIDONIO, G",0
"GOLDONI, P","LAURENT, P",1
"KOUVELIOTOU, C","MALUMUTH, EM",0
"DJORGOVSKI, SG","N, ELM",0
"MCMAHON, RG","KAASTRA, J",0
"CLEMENS, JC","KURTZ, DW",1
"FIGUEIREDO, N","ODEGARD, N",0
"TREVES, A","IWAMOTO, K",0
"SMITH, PS","ZOU, ZL",0
"GUARNIERI, A","RI, GP",0
"MOULD, J","STIRPE, GM",0
"GARDNER, JP","HANLEY, C",0
"DESERT, FX","NARBONNE, J",1
"JAUNSEN, AO","MCCLINTOCK, JE",0
"PHILLIPS, MM","KIPPEN, M",0
"TANAKA, I","KOBAYASHI, C",0
"KULKARNI, SR","SAHA, A",0
"OHOKA, H","HUANG, MA",0
"VANDEHEI, T","YAMAMOTO, T",0
"ROBERTS, MS","BLAIR, WP",0
"ROBERTS, MS","GREASON, MR",1
"HUNLEY, JF","TOKARZ, S",0
"MINNITI, D","TREU, T",0
"MINEO, T","OSCOZ, A",0
"GEBHARDT, K","FRANSSON, C",0
"IWAMOTO, K","WOODS, P",0
"MORGAN, EH","HARRIS, K",0
"WOOLF, N","JACOBSEN, BD",0
"YAMAMOTO, Y","HOLDER, J",0
"CATELAN, M","LAGET, M",0
"FISHMAN, GJ","FREYBERG, MJ",0
"URRY, CM","PEROLA, C",0
"PRIETO, MA","RAITERI, CM",0
"BLAKE, GA","JANSEN, DJ",0
"BASU, A","RATTENBURY, NJ",0
"AXELROD, TS","GARNAVICH, PM",0
"COSTA, E","YAMAUCHI, M",0
"HURLEY, K","EFSTATHIOU, A",0
"GOLDWURM, A","MARTI, J",0
"MILLER, JS","GOODRICH, RW",1
"MALIZIA, A","TAMURA, T",0
"LUPTON, RH","NEWBERG, HJ",1
"BARWICK, SW","ELLITHORPE, D",1
"YEPES, G","EFSTATHIOU, GP",0
"TERLEVICH, RJ","CASTRO, PG",0
"BELL, RA","MCCLURE, RD",1
"BECKER, RH","BERSIER, DF",0
"BESSELL, MS","YADAV, RKS",0
"KENNICUTT, R","HUGHES, SM",0
"BADIALI, M","EMANUELE, A",1
"ORITO, S","SUZUKI, J",1
"PRIMINI, F","VERRECCHIA, F",0
"FAHLMAN, GG","LANGER, GE",0
"SILVA, L","FILIPPI, M",0
"PARADIJS, JV","STEINLE, H",0
"LUND, N","ORTEGA, V",0
"SCHLICKEISER, R","CUI, W",0
"EALES, SA","BRINCHMANN, J",0
"PETERSON, BA","MULLER, J",0
"GALLAGHER, JS","WRIGHT, AE",0
"GOULD, A","MARTINI, P",0
"DRUKIER, GA","JHA, S",0
"DIETERS, SW","JAMES, DM",0
"CUI, W","LIDMAN, C",0
"PLAGA, R","PROSCH, C",1
"PADOVANI, P","AL, E",0
"OBRIEN, PT","KORISTA, KT",1
"BOUGERET, JL","KAISER, M",1
"HOGG, DW","MOULD, JR",0
"EISENHARDT, PR","DEUSTUA, S",0
"ARMUS, L","SMARTT, S",0
"URRY, CM","FRANCESCO, GD",0
"GROOT, PJ","GUZIY, S",0
"FENDER, RP","WILLNER, SP",0
"MOTCH, C","MONALDI, L",0
"BOLLER, T","THORNTON, GJ",0
"MARSHALL, F","BHATTACHARYA, D",0
"SMAIL, I","NEUGEBAUER, G",1
"SHRADER, CR","HJELLMING, RM",0
"NEW, R","STEIN, RF",0
"SALVATI, M","MONTAGNI, F",0
"GILBERT, AM","TSURU, T",0
"ROCHE, P","MURAKAMI, T",0
"SASAKI, K","SCARPA, R",0
"SQUIRES, G","CACCIANIGA, A",0
"FABIAN, AC","CHATY, S",0
"VERCELLONE, S","MCLEAN, IS",0
"SAITO, T","YAMAMOTO, Y",1
"GREEN, R","GARNAVICH, P",0
"ARMUS, L","KIRKPATRICK, D",1
"YAN, L","COSTA, LD",0
"KUTTER, T","MAXPLANCKINSTITUT, WHO",1
"NANDRA, K","OHASHI, T",0
"BRUYN, AGD","KIPPEN, M",0
"REYNOLDS, CS","ROTHSCHILD, R",0
"CRAMPTON, D","JAUNCEY, DL",0
"ROWELL, GP","HARRISON, FA",0
"BEUERMANN, K","NUCCIARELLI, G",0
"SMITH, HA","GIANNINI, T",1
"DICKINSON, MR","TUMMEY, SP",1
"INOUE, H","OTANI, C",1
"JAUNCEY, DL","GARRETT, MA",0
"DRESSLER, A","LEE, J",0
"FRICKE, KJ","TUCKER, D",0
"MACCACARO, T","UENO, S",0
"YOCK, PCM","THIELEMANN, F",0
"CLAY, RW","WELLINGTON, KJ",0
"CHOUNET, LM","BEYER, E",1
"MADDOX, SJ","PERCIVAL, WJ",0
"ISRAEL, GL","SEITZ, T",0
"LEIBUNDGUT, B","SMITH, DA",0
"JANNUZI, BT","GEORGE, IM",0
"CAPPI, M","HARRISON, F",0
"GROOT, PJ","GIBLIN, T",0
"PAOLA, AD","PAOLINO, A",0
"WILLIAMS, TB","CLOCCHIATTI, A",0
"BLANCHARD, A","KNEIB, JP",0
"SAITO, T","SUZUKI, R",0
"FADDA, D","PETRIS, MD",0
"CALVANI, M","SULENTIC, JW",1
"LUMSDEN, SL","LASENBY, SLBAN",0
"DIJK, RV","HEISE, J",0
"MONTECCHIA, F","DAI, CJ",1
"MILLER, L","MADDOX, SJ",0
"MATARRESE, S","SZEIFERT, T",0
"SCOVILLE, NZ","PEARSON, TJ",0
"OJEDA, MJ","TILLOLES, P",0
"R, A","I, H",0
"YOSHII, Y","YAMAMOTO, T",0
"PIERRE, M","OTA, N",0
"NETTERFIELD, CB","YOST, SA",0
"BLEEKER, JAM","SEGRETO, ASA",0
"CLAYTON, GC","MENDELSON, H",0
"MAMON, GA","ROWANROBINSON, M",0
"ILLINGWORTH, GD","HELLER, A",0
"REBEL, H","YADAV, KK",0
"BOYLE, B","GARNAVICH, P",0
"MCLERRAN, L","TANG, H",1
"IVISON, RJ","BAUM, SA",0
"MEYER, SS","LANGE, AE",0
"ADELBERGER, KL","BERNSTEIN, G",0
"BLOSER, P","FORD, EC",1
"PETERSON, BA","MURAKI, Y",1
"HOPP, U","NAPOLITANO, N",0
"BURDETT, AM","COLLABORATION, OBOTSB",0
"POOLEY, G","TERASHIMA, Y",0
"BANDAY, AJ","KELSALL, T",0
"FRANCESCHINI, A","BIVIANO, A",0
"MACGILLIVRAY, H","GARILLI, B",0
"HU, W","SPERGEL, D",0
"CARRERA, FJ","QUENBY, JJ",0
"LLOYDEVANS, J","ZWEERINK, J",0
"HAYASHI, Y","KURAMOCHI, K",1
"CEN, R","KEEBLE, O",0
"SAHI, M","GROOT, PJ",0
"THORSETT, SE","GOODRICH, R",0
"KLIS, MVD","YOSHIDA, A",0
"TAVANI, M","POHL, M",0
"MCCOLLOUGH, M","HUNT, LK",0
"KOVO, O","BUDDING, E",0
"THORNTON, GJ","BALSANO, R",0
"FRAIL, DA","CAPALBI, M",0
"HEARNSHAW, JB","THIELEMANN, FMF",1
"CARRAMINANA, A","SCHONFELDER, V",0
"KERKWIJK, MHV","RUTLEDGE, R",0
"AL, E","ONG, R",0
"COLBERT, EJM","YAQOOB, T",0
"FRENK, CS","HELLER, A",0
"NEWBERG, HJM","WANG, L",0
"PREDEHL, P","MAESANO, M",0
"EFSTATHIOU, G","LONGAIR, M",0
"FOX, DW","KIPPEN, M",0
"CAYON, L","GONZALEZSERRANO, JI",0
"STANFORD, SA","CHAFFEE, FH",0
"GREINER, J","KUBO, Y",0
"MOLENDI, S","SAHU, KC",0
"CUSUMANO, G","TELTING, J",0
"WILLIAMS, RE","PAPOVICH, C",0
"KIPPEN, RM","SAHI, M",1
"KOORNNEEF, J","RIGOPOULOU, D",0
"SCHOMMER, R","KOSHUT, T",0
"ODONOGHUE, D","OBRIEN, K",0
"FINLEY, DS","TIMOTHY, JG",0
"GRIFFITHS, R","MASSARO, E",0
"ILLINGWORTH, G","MAZZALI, P",0
"SMITH, DA","EMMET, W",0
"DENNEFELD, M","WHITE, S",1
"MATHESON, T","RUDNICK, G",0
"COUCH, WJ","ALLSMAN, R",0
"COLLINS, CA","SCHMOLT, I",0
"JONES, BB","INOUE, S",0
"HURLEY, K","LIU, C",0
"NAITO, T","DICKINSON, JE",0
"AJHAR, EA","LEE, AT",0
"TIELENS, AGGM","LORD, S",0
"SCHROEDER, A","WEBSTER, R",0
"BLOOM, JS","GRAY, A",0
"JOHNSON, WN","LICHTI, G",0
"BARTH, AJ","NETZER, H",0
"PADOVANI, P","CCHIO, ZK",0
"SARI, R","ANTONELLI, LA",0
"HERTER, T","ROBERTS, MS",0
"SPARKS, W","RIESS, AG",0
"FOCKENBROCK, R","MORELLI, E",0
"EFSTAHIOU, A","LAUREIJS, R",0
"WELCH, D","CIARDULLO, R",0
"CLEMENTS, DL","HAYNES, T",0
"ARNOWITT, R","ACCOMANDO, E",1
"GREINER, J","BUTLER, RC",0
"MCKAY, T","GANDOLFI, G",0
"BELLONI, T","MCCOLLOUGH, ML",0
"COX, P","HUGGINS, PJ",1
"EVRARD, AE","CARRAMINANA, A",0
"BUNKER, A","NUNES, NJ",0
"YANAGITA, S","FOCKENBROCK, R",0
"HAMEURY, JM","BARRET, D",0
"BETZ, AL","SCHILKE, P",0
"CELOTTI, A","HO, LC",0
"MIGNOLI, M","LEIGHLY, K",0
"GEBHARDT, K","HARDING, P",0
"KIM, A","LIDMAN, C",0
"BECKER, AC","HELLER, A",1
"THOMPSON, C","CASPERSON, D",0
"SARAZIN, CL","WAY, M",0
"CHARLES, PA","PETERSON, B",0
"SORDO, SD","FERNADES, AJL",0
"IRWIN, MJ","TAYLOR, K",0
"OMONT, A","CHAPMAN, SC",0
"LEE, JC","SCHILIZZI, RT",0
"HURLEY, K","WOLTER, A",0
"LEWIN, W","RUTLEDGE, RE",0
"CAYON, L","BURKERT, A",0
"TOLSTOY, E","MCCARTHY, PJ",0
"MONNIER, JD","LIPMAN, EA",1
"BLOOM, JS","HARRISON, FA",1
"GLAZEBROOK, K","REID, M",0
"BILDSTEN, L","ANDO, M",0
"TADROS, H","WEGNER, GA",0
"MOULD, J","KIRSHNER, R",0
"CHAPMAN, SC","CRAM, L",0
"BERGE, L","TOURBOT, R",1
"STAVELEYSMITH, L","PHELPS, RL",0
"WILLIAMS, RE","LOVE, TE",0
"KIMBLE, RA","LUCAS, RA",0
"PETERSON, BA","FREEMAN, K",0
"MALAGUTI, G","ORTEGA, V",0
"YOUNG, TR","RIESS, AG",0
"FREEMAN, KC","KISSLERPATIG, M",0
"MOHR, J","MEHLERT, D",0
"BAILYN, C","PIRO, L",0
"CHAFFEE, F","SURACE, JA",0
"ELBAZ, D","LEPELTIER, JP",0
"MARSHALL, S","KIPPEN, M",0
"MUNARI, U","PEARCE, A",1
"ALARD, C","DENNEFELD, M",1
"LU, YLP","PARTRIDGE, RB",0
"DECKERS, T","AL, FAE",0
"KIEDA, DB","FEGAN, SJ",0
"GLAZEBROOK, K","FIUME, DD",0
"RAMATY, R","KURCZYNSKI, P",1
"SERRA, G","SIRBI, A",0
"TERLEVICH, R","EDGE, A",0
"TREMAINE, S","HO, LC",1
"ROBINSON, CR","LITVAK, ML",0
"GLASSGOLD, A","WISHNOW, E",0
"STETSON, PB","KORESKO, CD",0
"PALAZZI, E","ANDREWS, P",0
"PEREZ, E","TERLEVICH, RJ",1
"HEARNSHAW, JB","JOHNSON, BR",1
"LOW, FJ","SANDERS, DB",0
"SAVAGE, A","MCGILLIVRAY, HT",0
"KOUVELIOTOU, C","FALCO, EE",0
"WARREN, SJ","KNIAZEV, AY",0
"SAGLIA, RP","GARY, RPS",0
"MOLENDI, S","SEREGO, SD",0
"KIM, AG","CHEVALIER, RA",0
"JAFFE, AH","PARTRIDGE, RB",0
"BENNETT, DP","CASARES, J",0
"EBISAWA, K","REMILLARD, PBRA",0
"SANTI, C","VITTORIO, C",1
"NARAYANAN, VK","CILIEGI, C",0
"MATTHEWS, K","ROBINSON, CR",0
"CONNORS, A","ATKINS, TMCR",0
"RACHEN, JP","CEN, R",0
"BRIDGES, TJ","BUAT, V",0
"HATTORI, M","SHIOYA, Y",1
"BARR, P","KOSHUT, T",0
"SCHARF, CA","TEPLITZ, HI",0
"WEINBERG, DH","PFEIFFER, B",0
"KAWAI, N","YUKI, A",0
"ESPINOSA, JMR","DAVIES, JK",0
"SIMPSON, C","WALDRAM, E",0
"CARILLI, CL","WERF, PVD",0
"EALES, SA","FRONTERA, F",0
"NANDRA, K","BOEHRINGER, H",0
"POTTASCH, SR","BARLOW, MJ",0
"MCMAHON, RG","SUNTZEFF, N",0
"KUSUNOSE, M","MOSS, M",0
"LOBO, C","NEUMANN, D",0
"KETO, E","BECKLIN, EE",0
"PAREDES, G","FENIMORE, E",0
"CLARKE, TE","CLARK, J",1
"KAZES, I","KODA, J",0
"WEI, JY","SHEFLER, T",0
"MIGENES, V","WOOFF, R",0
"DAR, A","NONINO, M",0
"HOLLAND, S","HATZIDIMITRIOU, D",0
"WEHRLE, AE","KEDZIORACHUDCZER, MJL",0
"HAKALA, P","KLIS, MVD",0
"PRODI, GA","VOTANO, L",1
"BUTLER, RC","HESSMAN, FV",0
"BLOOM, JS","MORIARTYSCHIEVEN, GH",1
"SQUIRES, G","REBECCHI, S",0
"ZHANG, SN","ONG, R",0
"MALKAN, MA","GLASSMAN, TM",0
"CORON, N","DAMBIER, G",1
"PUGET, J","HUNT, LK",0
"PINSONNEAULT, MH","LUHMAN, KL",0
"CLAVEL, J","KROLIK, J",0
"HERNANDEZ, J","GIBLIN, TW",0
"PICAT, JP","SOUCAIL, G",1
"DORMAN, B","SEETHA, S",0
"HARMON, BA","HERMSEN, W",1
"BENNETT, K","MASETTI, N",0
"SHIOMI, A","TORII, R",0
"JAGER, R","PAWL, A",0
"SILVERBERG, RF","FOLZ, WC",1
"WATSON, BM","REIPRICH, TH",0
"GRANATO, GL","PEARCE, FR",0
"TAYLOR, A","LAUREIJS, R",0
"KURAMOCHI, K","OUCHI, T",1
"MEYER, SS","MAUSKOPF, PD",0
"LANGANKE, K","THORSTENSEN, J",0
"KOUVELIOTOU, C","MESSENGER, B",0
"SCOWEN, PA","GREEN, R",0
"PLIONIS, M","ELDAR, A",0
"HAKALA, P","MILLER, R",0
"HUCHRA, J","PIAN, E",0
"BAUM, SA","YOSHIZAWA, M",0
"PARK, HS","TROTTER, CS",0
"SOFIANOS, SA","PENKOV, FM",0
"TERLEVICH, R","GABI, S",0
"PETERSON, BM","SHULL, JM",1
"DIJK, RV","LICHTI, G",0
"REYNOLDS, CS","INOUE, S",0
"LEQUEUX, J","BOULADE, O",1
"MURAKAMI, T","SHARE, GH",0
"TAKAHASHI, T","PEROLA, C",0
"HARDING, P","BERLIND, P",0
"BOND, JR","LASENBY, AN",0
"SARI, R","YOUNG, CA",0
"ZHENG, W","SHANG, ZH",0
"NAITO, T","DOBCSANYI, P",0
"PENDLETON, GN","PARMAR, A",0
"LEWIN, WHG","SMITH, DA",0
"KILMARTIN, PM","ODA, S",0
"BULIK, T","PEDICHINI, F",0
"CAMPOS, A","GNEDIN, N",0
"JAUNSEN, AO","CHAFFEE, FH",0
"PACIESAS, WS","LLOYDEVANS, J",0
"HEARTY, T","HAMBARYAN, V",1
"SUNYAEV, RA","BORREL, V",0
"HARTMAN, RC","MCNARONBROWN, K",0
"OBRIEN, PT","HUGHES, DH",0
"RUHL, JE","LIN, T",0
"COLLINS, CA","MARTINIS, L",0
"KENNICUTT, RC","HURT, T",0
"WIJERS, RAMJ","HERMSEN, W",0
"OHNISHI, M","SEO, ES",0
"KAASTRA, JS","KEMP, SN",0
"CAPPI, M","RAMSEY, B",0
"HEKKERT, PTL","BAKKER, EJ",0
"PIRO, L","BUTCHER, JA",0
"E, L","COUTURES, C",0
"FOCKENBROCK, R","VALLAZZA, E",0
"FUNK, B","FRAIL, D",0
"STANFORD, SA","HAMUY, M",0
"BLANCHARD, A","DADINA, M",0
"PALUMBO, GGC","MONTAGNI, F",0
"MASON, KO","PIAN, E",0
"BRADBURY, SM","TUMER, OT",0
"RETTER, A","SAKATA, M",0
"CAYATTE, V","GALAZ, G",0
"MOSCOSO, L","LEMAIRE, JL",0
"PERLMUTTER, S","GEBHARDT, K",0
"YOSHIDA, T","CAPALBI, M",0
"HERMANN, G","PRAHL, J",0
"RODEN, J","STOLORZ, P",1
"BENNETT, DP","GREENHILL, J",0
"SITKO, M","FEGAN, S",0
"GOTTLOEBER, S","CEN, R",0
"JANNUZI, BT","UNWIN, SC",0
"JACKSON, P","LASENBY, AN",0
"BRIGGS, M","PAERELS, F",0
"INNOCENTI, SD","MORONI, PGP",0
"GALAMA, TJ","HARRISON, FA",1
"BURDERI, L","STAIRS, I",0
"SEKIGUCHI, M","SILBERMANN, NA",0
"GUHATHAKURTA, P","LANZETTA, KM",0
"MOOKERJEA, B","GHOSH, SK",1
"MAO, S","GIBLIN, T",0
"KOONIN, S","LAUE, F",0
"SALZER, JJ","MARQUEZ, I",0
"HALL, PB","ELLINGSON, E",1
"KAWASAKI, Y","MINAGAWA, T",1
"NORRIS, JE","WEBSTER, R",0
"BALLMOOS, PV","WINKLER, C",0
"ROB, L","NAUROIS, MD",0
"NEUMANN, D","GRANDI, P",0
"SUTHERLAND, W","MAGLIOCCHETTI, M",0
"LIDMAN, C","FRAGILE, PC",0
"ROWANROBINSON, M","XU, G",0
"MATTOX, JR","JUNG, G",0
"MATTOX, JR","KIEDA, D",0
"HESTER, JJ","SEMBACH, KR",0
"CALDWELL, N","BELL, EF",0
"TREVES, A","LAOR, A",0
"DAVIES, RL","WU, CC",0
"BOLLER, T","ALMAINI, O",0
"BARDELLI, S","MATHEZ, G",0
"HUBERTS, PKADW","SANTOSTASI, G",0
"STRATTA, G","LABANTI, C",0
"PATAT, F","TOMANEY, A",0
"IVISON, R","SURACE, C",0
"SCHNEIDER, DP","ANTONUCCI, R",0
"LAHAV, O","CANAVEZES, A",0
"MODJAZ, M","TREFFERS, RR",1
"TESSERI, A","SHANE, N",0
"COLE, S","SCHAEFER, B",0
"WEEKE, TC","CARSON, M",0
"TOMANEY, A","XUE, SJ",0
"REID, IN","SAKUMOTO, K",0
"VOGES, W","ANNIS, JA",0
"ALCOCK, C","CHALLIS, P",0
"SIGURDSSON, S","OSTRIKER, JP",0
"TIELENS, AGGM","FERGUSON, JW",0
"QUINN, J","BENBOW, W",0
"LIVIO, M","SAGAR, R",0
"SCHAEFER, G","CARELLI, P",0
"SHINOZAKI, K","NANKIVELL, G",0
"MULLER, V","GRAMANN, M",0
"GABI, S","SHARPLES, BMPRM",0
"HAKKILA, J","WURTZ, R",0
"CAMPANA, S","BAND, D",0
"MAZZALI, P","SEGRETO, ASA",0
"ROBINSON, CR","RODRIGUEZ, LF",1
"CANNON, R","BEGAM, MC",1
"FLETCHER, S","COLE, D",0
"OHTA, K","WARD, M",0
"MARKZE, RGMRO","GENNARO, G",0
"GALLAIS, P","CLEVE, JV",0
"PACIESAS, WS","LIPKIN, Y",0
"HOLZAPFEL, WL","ALVAREZ, DL",0
"WEINBERG, DH","FOLKES, SR",0
"DEY, A","MELLO, DFD",0
"CIOTTI, L","KRIESSLER, J",0
"LUMSDEN, SL","GLAZEBROOK, K",1
"DUBA, C","BERTULANI, CA",0
"VIGNALI, C","KAASTRA, J",0
"CINTI, MN","COCCO, GD",0
"COREY, BE","PERLEY, RA",0
"RESSLER, M","SMITH, BA",0
"TEREKHOV, M","PAREDES, G",0
"WILLICK, JA","GUNN, JE",0
"NICASTRO, L","SEGRETO, ASA",0
"CAPPI, M","MARCONI, A",0
"HUTCHINGS, JB","BUCKLEY, DAH",0
"CIMATTI, A","BROTHERTON, MS",0
"PARADIJS, JV","BECKER, RH",0
"GRATTON, R","PADOAN, P",0
"SONNEBORN, G","MOREAU, O",0
"HESSER, JE","SIPIOR, MS",0
"SWANK, JH","KOMMERS, J",0
"REDMAN, RO","THOMMES, E",0
"PORETTI, E","METZGER, M",0
"SMITH, P","TOMMASI, L",0
"CHARLES, PA","FRONTERA, F",0
"CLINE, T","RICHARDSON, GA",0
"SHEIKH, JA","KAR, K",0
"PENNYPACKER, CR","HAMMER, F",0
"GALAMA, TJ","TAREI, G",0
"ALCOCK, C","MCMAHON, R",0
"SANTANGELO, A","VERCELLONE, S",0
"MICOL, A","HULBERT, SJ",0
"PURCELL, W","REMILLARD, RE",0
"BRIDGES, TJ","TALON, S",0
"MACRI, L","KORESKO, C",0
"FRANX, M","KIRKPATRICK, D",0
"ISRAEL, GL","HOOFT, FVD",0
"LOH, EC","THOMSON, S",0
"NARAYAN, R","PEACOCK, T",0
"SOLLERMAN, J","WEISTROP, D",0
"PARK, HS","FERRIN, I",0
"DENNEFELD, M","OLSEN, LF",0
"JONES, ME","OSULLIVAN, CMM",1
"TAYLOR, GB","GROOT, P",0
"MATSUOKA, M","RUSZKOWSKI, M",0
"NEUGEBAUER, G","STOLORZ, P",0
"SUTHERLAND, W","PALAZZI, E",0
"MCKAY, T","RICCI, D",0
"KOLB, EW","GRIFOLS, JA",0
"JR, RMSAO","MOULD, JR",0
"SARAZIN, CL","STECHER, TP",0
"HOOFT, FVD","LEVINE, AM",0
"BOYLE, B","SCHOMMER, RA",0
"PUSTILNIK, SA","BARSUKOVA, EA",1
"SACCO, B","BOHEC, SL",0
"BAND, DL","LEVENTHAL, M",0
"PARADIJS, JV","COHEN, J",0
"GEBALLE, TR","BUDINI, G",0
"HOFLICH, P","YOUNG, TR",0
"BOHLIN, RC","KELSON, DD",0
"TANG, Y","WINK, J",0
"JHA, S","CONTARDO, G",0
"CARTERLEWIS, DA","LANTERI, L",0
"SALVATI, M","CIOLO, LD",0
"FINOGUENOV, A","PATEL, S",0
"SPINRAD, H","NOLAN, LA",0
"MUNDELL, CG","IYOMOTO, N",0
"KILKENNY, D","ABE, F",0
"SCHULZ, B","BREEN, BM",1
"BECKER, A","FURLAN, E",0
"PEDERSEN, H","LEIBOWITZ, E",0
"MACCARONE, C","PRIEDHORSKY, B",0
"GLASS, IS","PARMAR, A",0
"EIKENBERRY, SS","MORGAN, E",0
"FURUZAWA, A","QUATAERT, E",0
"MEREGHETTI, S","KULKARNI, S",0
"BRACHWITZ, F","THOMPSON, IB",0
"AFONSO, C","NINKOV, Z",1
"URRY, CM","ROSA, AD",0
"GLAZEBROOK, K","LEVINE, AM",0
"BARTHELMY, S","UBERTINI, P",0
"YOSHIDA, A","FUENMAYOR, F",0
"MAMON, G","ENGELMANN, F",1
"NICASTRO, L","TAYLOR, BG",0
"MIYAMOTO, M","GUNJI, S",0
"PIGHTLING, S","POLCARO, VF",0
"GIBSON, B","OLSEN, KAG",0
"FISHMAN, GJ","KAARET, P",0
"CONNORS, A","HAINES, TJ",0
"BRANDT, WN","NEUGEBAUER, G",0
"REBOLO, R","JONES, ME",0
"KRENNRICH, F","ZHANG, YH",0
"PEREZFOURNON, I","STEWART, GC",0
"CIOLO, LD","MELTZER, J",0
"PETERSON, BA","GARCIA, MR",0
"HASWELL, CA","DIETERS, S",0
